Product Number,Title,Short Title,Final Price,Unit Cost,In Stock,Manufactory,Ship From Country Name,Rating,Number of Reviews,Item Model,Shipping Charge,Warranty ID,Warranty Name,Best Selling Ranking,Lowest Price 30 Days,Item Length,Item Width,Item Height,Item Weight,Country of Manufacture,Limit Quantity,Seller ID,Seller Name,Seller Rating,Seller Reviews
9SIAY3SK817132,"JONSPLUS Z20 PINK/WHITE Micro-ATX Computer Case,with Detachable Carrying handle , Mini Size, High-performance Hardware Compatible, Support 240AIO, H160mm Cooler,  Pink/White","JONSPLUS Z20 PINK/WHITE Micro-ATX Computer Case,with Detachable Carrying handle , Mini Size, High-performance Hardware Compatible, Support 240AIO, H160mm Cooler,  Pink/White",104.99$,104.99$,Yes,JONSPLUS,United States,5,25,Z20 PINK/WHITE,0.01,361531,JONSBO Return Policy,0,96$,17.0,15.0,14.0,10.0,USA,99999,AY3S,JONSBO,5.0,283.0
11-147-335,"Rosewill 4U Server Chassis Rackmount Case | 11x 3.5"" Bays, 3x 5.25"" Devices| ATX, CEB Compatible | 2 120mm PWM Fan, 2 80mm PWM Fans | 2x USB 3.0, 1 USB-C 3.1 | Front Panel Lock and Key | - RSV-R4200U","Rosewill 4U Server Chassis Rackmount Case | 11x 3.5"" Bays, 3x 5.25"" Devices| ATX, CEB Compatible | 2 120mm PWM Fan, 2 80mm PWM Fans | 2x USB 3.0, 1 USB-C 3.1 | Front Panel Lock and Key | - RSV-R4200U",129.99$,159.99$,Yes,Rosewill,United States,4,502,RSV-R4200U,0.01,82,Manufacturer Only Return Policy,6,129.99$,23.75,21.0,10.0,25.0,USA,20,,,,
9SIBX22KBN6797,SUEVERY - Gaming desktop computer - AMD Ryzen 5 5600G 6 core 3.9GHz - 16GB DDR4 RAM - 512G SSD M.2 NVMe - Windows 10 Home - Gaming PC,SUEVERY - Gaming desktop computer - AMD Ryzen 5 5600G 6 core 3.9GHz - 16GB DDR4 RAM - 512G SSD M.2 NVMe - Windows 10 Home - Gaming PC,379.99$,599.99$,Yes,suevery,United States,4,3,SUV900B1,0.01,419730,Suevery Technology Return Policy,0,379.99$,15.83,14.49,12.76,15.65,USA,999999,BX22,Suevery Technology,,
9SIB4FEJJA8811,"Home Zone Security 2 Pack Solar Floodlights Outdoor with Motion Sensor 40 x 180°, 1500 Lumens, 5000K Bright White, Dusk to Dawn, Aluminum Adjustable Heads, Waterproof Flood Lights Backyard Patio","Home Zone Security 2 Pack Solar Floodlights Outdoor with Motion Sensor 40 x 180°, 1500 Lumens, 5000K Bright White, Dusk to Dawn, Aluminum Adjustable Heads, Waterproof Flood Lights Backyard Patio",49.99$,79.99$,Yes,Home Zone Security,United States,3,1,ES00935G,0.01,376260,Home Good Squad Return Policy,2,49.49$,16.54,8.27,5.71,3.19,USA,99999,B4FE,Home Good Squad,5.0,341.0
9SIAT2EDY88480,"Z-EDGE UG27 27"" 1080P 200Hz 1ms Curved Gaming Monitor | FreeSync | HDR10 Compatible | 350cd/m² | RGB Light | Ultra-Slim Bezel | HDMI x2 | Built-in Speakers","Z-EDGE UG27 27"" 1080P 200Hz 1ms Curved Gaming Monitor | FreeSync | HDR10 Compatible | 350cd/m² | RGB Light | Ultra-Slim Bezel | HDMI x2 | Built-in Speakers",139.99$,149.99$,Yes,Z-EDGE,United States,5,331,UG27,0.01,350399,Z-EDGE Official Store Return Policy,0,139.99$,27.0,17.5,4.5,11.35,USA,99999,AT2E,Z-EDGE Official Store,4.0,215.0
9SIB1V8K570185,KingSpec DDR4 RAM 32GB (2 x 16GB) 288-Pin DDR4 SDRAM Memory Module 3200 MHz 288-Pin UDIMM with Heatsink for Computer Desktop PC Memories Module Gaming,KingSpec DDR4 RAM 32GB (2 x 16GB) 288-Pin DDR4 SDRAM Memory Module 3200 MHz 288-Pin UDIMM with Heatsink for Computer Desktop PC Memories Module Gaming,40.99$,57.99$,Yes,KingSpec,United States,5,4,KS3200D4M13516G2B,0.01,370814,KingSpec Official  Store Return Policy,0,40.99$,6.0,2.9,1.5,0.25,CHN,99999,B1V8,KingSpec Official Store,5.0,554.0
22-234-562,"WD Red Pro WD240KFGX 24TB 7200 RPM 512MB Cache SATA 6.0Gb/s 3.5"" Hard Drives",WD Hard Drives WD240KFGX 24TB 7200 RPM 512MB Cache,569.99$,569.99$,Yes,Western Digital,United States,4,169,WD240KFGX,0.01,53,Extended Holiday Return Policy,87,554.99$,7.5,5.0,2.5,1.65,USA,4,,,,
9SIB41TK6P9343,SAMA Black Hole 1200W 80PLUS Gold Power Supply ATX3.0 PCIE 5.0 Full Voltage PSU 12VHPWR Full Modular ECO FDB Silent Fan ATX Gaming Power Supply Support 3090Ti 4070Ti 4080 4090 GPU Black,SAMA Black Hole 1200W 80PLUS Gold Power Supply ATX3.0 PCIE 5.0 Full Voltage PSU 12VHPWR Full Modular ECO FDB Silent Fan ATX Gaming Power Supply Support 3090Ti 4070Ti 4080 4090 GPU Black,104.99$,159.99$,Yes,SAMA,United States,5,2,SAMA Power Supply Black Hole 1200W Black,0.01,374620,SAMA official store Return Policy,0,104.99$,13.0,8.0,5.5,7.0,,99999,B41T,SAMA official store,4.0,316.0
9SIBRFSK8Y7170,"Auusda Business Laptop, 32GB RAM 1TB SSD, Windows 11 Pro Home Computer, 15.6"" 1920 x 1080 Screen, Intel N95 CPU, Backlight Keyboard, Fingerprint Reader, Pink","Auusda Business Laptop, 32GB RAM 1TB SSD, Windows 11 Pro Home Computer, 15.6"" 1920 x 1080 Screen, Intel N95 CPU, Backlight Keyboard, Fingerprint Reader, Pink",378.99$,926.79$,Yes,Auusda,United States,4,41,T152A-N95-32Pink,0.01,416438,Auusda Laptops Official Store Return Policy,22,364.99$,20.0,11.0,2.5,5.2,USA,99999,BRFS,Auusda Laptops Official Store,5.0,54.0
1HU-004H-000T5,be quiet! Straight Power 12 1500W ATX 3.0 Power Supply | 80+ Platinum Efficiency | PCIe 5.0 | Fully Modular | Japanese 105°C Capacitors | 10 Year Warranty,be quiet! Straight Power 12 1500W ATX 3.0 Power Supply | 80+ Platinum Efficiency | PCIe 5.0 | Fully Modular | Japanese 105°C Capacitors | 10 Year Warranty,249.9$,379.9$,Yes,be quiet!,United States,5,12,BN518,0.01,53,Extended Holiday Return Policy,85,199.9$,12.9,9.8,4.0,8.6,DEU,5,,,,
9SIBSMJK4G9652,"Beelink SER5 MAX 5800H Mini PC,AMD Ryzen 7,32GB DDR4 RAM 500GB NVMe M.2 SSD,Triple 4K 60Hz","Beelink SER5 MAX 5800H Mini PC,AMD Ryzen 7,32GB DDR4 RAM 500GB NVMe M.2 SSD,Triple 4K 60Hz",359$,359$,Yes,Beelink,United States,5,1,BL/SER MAX 5800H/32G+500GB/Black,0.01,417188,Beelink Direct Return Policy,39,340$,6.25,5.6,3.8,2.45,,99999,BSMJ,Beelink Direct,5.0,12.0
24-992-232,"Rosewill Premium Dual Monitor Mount, 13 to 35 Inch, Premium Dual Monitor Mount with USB, Height Adjustable Monitor Stand for 2 Monitors, VESA Mount with Clamp/Grommet Base, Each Arm Hold up to 26.4lbs","Rosewill Premium Dual Monitor Mount, 13 to 35 Inch, Premium Dual Monitor Mount with USB, Height Adjustable Monitor Stand for 2 Monitors, VESA Mount with Clamp/Grommet Base, Each Arm Hold up to 26.4lbs",89.99$,129.99$,Yes,Rosewill,United States,5,1,RMS-P62U,0.01,82,Manufacturer Only Return Policy,9,0$,17.0,12.5,5.5,14.7,USA,3,,,,
9SIBDGPHWN7319,Silicon Power 32GB (2 x 16GB) DDR4 3200 (PC4 25600) 288-Pin XPOWER Turbine RGB DDR4 SDRAM Desktop Memory Model SP032GXLZU320BDB,Silicon Power XPOWER Turbine RGB Model SP032GXLZU320BDB,58.99$,64.99$,Yes,Silicon Power,United States,5,121,SP032GXLZU320BDB,0.01,396516,SP Silicon Power Return Policy,0,58.4$,7.6,5.9,0.7,0.25,,999999,BDGP,SP Silicon Power,5.0,384.0
9SIA1DSG3C7403,ORICO M.2 PCIe M Key to 6 x SATA 6Gbps Adapter Card for Desktop PC Support RAID-PM2TS6,ORICO M.2 PCIe M Key to 6 x SATA 6Gbps Adapter Card for Desktop PC Support RAID-PM2TS6,27.99$,42.99$,Yes,Orico,United States,4,12,PM2TS6-BP,0.01,221541,"ORICO TECHNOLOGIES CO.,LIMITED Return Policy",2,26.99$,5.12,3.19,1.42,0.24,CHN,999999,A1DS,ORICO Official Store,5.0,10651.0
9SIBHEUJUX5981,SOYO Brand New Classic B450M Motherboard Dual-channel DDR4 Memory AM4 Motherboard M.2 NVME (supports Ryzen 5600 5600G CPU),SOYO Brand New Classic B450M Motherboard Dual-channel DDR4 Memory AM4 Motherboard M.2 NVME (supports Ryzen 5600 5600G CPU),53.9$,56.9$,Yes,SOYO,China,0,0,6940709693049,0.01,405976,SOYO Official Store Return Policy,0,53.9$,11.81,11.81,3.94,2.2,,99999,BHEU,SOYO Official Store,4.0,8.0
9SIA1HJK1P6742,"Skytech Archangel Gaming PC, Intel i7 12700F 2.1 GHz, RTX 4060, 1TB NVME, 16GB DDR4 RAM 3200, 600W GOLD PSU Wi-Fi, Win 11 Home, RGB Keyboard and RGB Mouse Included","Skytech Archangel Gaming PC, Intel i7 12700F 2.1 GHz, RTX 4060, 1TB NVME, 16GB DDR4 RAM 3200, 600W GOLD PSU Wi-Fi, Win 11 Home, RGB Keyboard and RGB Mouse Included",1049.99$,1299.99$,Yes,Skytech,United States,5,5,ST-ARCH4-0936-W-NE,0.01,221665,Goodios Return Policy,0,999.99$,20.5,18.75,12.0,40.0,,5,A1HJ,Skytech,5.0,183.0
9SIB0GJK7X4707,"HP 17 Laptop, 17.3"" FHD Screen, AMD Ryzen 5 5500U, 32GB RAM, 1TB SSD, Webcam, HDMI, Fingerprint Reader, Wi-Fi, Windows 11 Home, Silver","HP 17 Laptop, 17.3"" FHD Screen, AMD Ryzen 5 5500U, 32GB RAM, 1TB SSD, Webcam, HDMI, Fingerprint Reader, Wi-Fi, Windows 11 Home, Silver",519$,629$,Yes,HP,United States,0,0,HP_8R3M1UA#ABA_N1-G,0.01,366573,PConline365 Return Policy,0,519$,20.0,14.0,4.0,6.0,,5,B0GJ,PCOnline US,5.0,570.0
9SIAY3SK3Z6391,"JONSBO TK-2 WHITE Separated Cabinet Case, ATX Computer Case,Bi-Bent Surround View Glass , Aluminum Alloy, Support ITX/M-ATX /ATX,Support 360 AIO ,With Type-C  &3.0 USB Port, White","JONSBO TK-2 WHITE Separated Cabinet Case, ATX Computer Case,Bi-Bent Surround View Glass , Aluminum Alloy, Support ITX/M-ATX /ATX,Support 360 AIO ,With Type-C  &3.0 USB Port, White",146$,152$,Yes,JONSBO,United States,4,21,TK-2 WHITE,0.01,361531,JONSBO Return Policy,0,146$,20.8,19.5,15.3,23.3,CHN,99999,AY3S,JONSBO,5.0,283.0
9SIB41TJTB6089,SAMA BLW ARGB120mm PWM Fan 3 Pack Gaming PC Computer LED CPU Cooler Chassis Fan for Computer Case & Liquid Radiator  White,SAMA BLW ARGB120mm PWM Fan 3 Pack Gaming PC Computer LED CPU Cooler Chassis Fan for Computer Case & Liquid Radiator  White,11.99$,23.99$,Yes,SAMA,United States,5,1,SAMA Case Fans BLW,0.01,374620,SAMA official store Return Policy,0,11.99$,5.83,5.39,3.39,1.21,,99999,B41T,SAMA official store,4.0,316.0
9SIBUVWKA84222,Sealan 24 inch Curved Computer Gaming Monitor 75Hz Refresh Rate 16:9 Aspect Ratio Ergonomic Tilt & VESA Compatible - Home Office Sync FHD 1920x1080p Visual Experience for Work & Play,Sealan 24 inch Curved Computer Gaming Monitor 75Hz Refresh Rate 16:9 Aspect Ratio Ergonomic Tilt & VESA Compatible - Home Office Sync FHD 1920x1080p Visual Experience for Work & Play,75.99$,159.99$,Yes,Sealan,United States,0,0,Q240W12,0.01,419078,Sealan Return Policy,0,69.99$,23.0,15.0,5.0,7.7,USA,99999,BUVW,Sealan,5.0,5.0
32-104-017,Norton 360 for Gamers 2024 - 3 Devices - 1 Year with Auto Renewal - Download,Norton 360 for Gamers 2024 - 3 Devices - 1 Year with Auto Renewal - Download,19.99$,89.99$,Yes,Norton,United States,5,5,21412809,0.01,95,Digital Products Return Policy,37,0$,1.0,1.0,1.0,1.0,USA,3,,,,
9SIA6PFJGA0391,"Wavlink DisplayLink Laptop Docking Station Triple Monitor 4K@60Hz For 3 Monitors, 100W Charging For Thunderbolt 3/4, USB-C/A, M1 M2 Mac/Windows/Chrome, 3 HDMI, 2 DP, 6 USB Ports, 160W Power, LAN,Audio","Wavlink DisplayLink Laptop Docking Station Triple Monitor 4K@60Hz For 3 Monitors, 100W Charging For Thunderbolt 3/4, USB-C/A, M1 M2 Mac/Windows/Chrome, 3 HDMI, 2 DP, 6 USB Ports, 160W Power, LAN,Audio",179.99$,229.99$,Yes,Wavlink,United States,5,101,WL-UG69PD25 Pro,0.01,227849,Wavlink Return Policy,3,158.39$,11.1,5.24,2.3,2.0,USA,99999,A6PF,Wavlink Technology,5.0,8059.0
9SIB0GJK7X4711,"HP 17 Laptop, 17.3"" FHD Screen, AMD Ryzen 5 5500U, 16GB SSD, 1TB SSD, Webcam, HDMI, Fingerprint Reader, Wi-Fi, Windows 11 Home, Silver","HP 17 Laptop, 17.3"" FHD Screen, AMD Ryzen 5 5500U, 16GB SSD, 1TB SSD, Webcam, HDMI, Fingerprint Reader, Wi-Fi, Windows 11 Home, Silver",489$,599$,Yes,HP,United States,0,0,HP_8R3M1UA#ABA_N2-D,0.01,366573,PConline365 Return Policy,0,479$,20.0,14.0,4.0,6.0,,5,B0GJ,PCOnline US,5.0,570.0
9SIA1DSJEW9083,"ORICO M.2 NVMe SSD Enclosure 40Gbps PCIe3.0x4 USB Type-C Aluminum Adapter, NVMe 2280 M-Key(B+M Key) External Solid State Drive Case,Compatible with Thunderbolt 3/4 USB3.2/3.1/3.0/Type C","ORICO M.2 NVMe SSD Enclosure 40Gbps PCIe3.0x4 USB Type-C Aluminum Adapter, NVMe 2280 M-Key(B+M Key) External Solid State Drive Case,Compatible with Thunderbolt 3/4 USB3.2/3.1/3.0/Type C",64.99$,129.99$,Yes,Orico,United States,4,15,M208C3-U4-GY-BP,0.01,221541,"ORICO TECHNOLOGIES CO.,LIMITED Return Policy",0,64.99$,8.3,4.3,0.75,0.55,CHN,99999,A1DS,ORICO Official Store,5.0,10651.0
9SIAVWRK4G2457,MLLSE M2 Mini PC Intel Celeron N3350 Processor Windows 10 4K 6GB 64GB USB HDMI BT M.2 Slot 1000M AC Wifi,MLLSE M2 Mini PC Intel Celeron N3350 Processor Windows 10 4K 6GB 64GB USB HDMI BT M.2 Slot 1000M AC Wifi,66$,166$,Yes,Mllse,United States,4,12,MLLSE M2,0.01,356786,Teclast Official Store Return Policy,10,66$,6.5,6.5,4.2,1.25,USA,99999,AVWR,Mllse official store,5.0,82.0
9SIBJ6VKBB9909,"MINISFORUM MS-01 Mini Workstation Core i9-13900H 32GB RAM 1TB SSD Mini PC, HDMI+2X USB4 8K Display, 2x10G SFP+ Port, 2x2.5G LAN Port, Support M.2 2280/22110/U.2 SSD/RTX 3050 Graphics Cards","MINISFORUM MS-01 Mini Workstation Core i9-13900H 32GB RAM 1TB SSD Mini PC, HDMI+2X USB4 8K Display, 2x10G SFP+ Port, 2x2.5G LAN Port, Support M.2 2280/22110/U.2 SSD/RTX 3050 Graphics Cards",807$,807$,Yes,minisforum,United States,0,0,MS01S139031US,0.01,407318,Minisforum Official Return Policy,15,798.93$,9.0,9.0,5.0,6.0,CHN,99999,BJ6V,Minisforum Official,5.0,56.0
9SIBJTMJZN8891,"RATEYUSO 23.8""  All-in-One PC Windows 11 Pro Celeron N5095 16GB DDR4 RAM+512GB SSD Desktop Computer, Full HD 1080P IPS Micro-Edge Display With Wi-Fi/Bluetooth/HDMI/VGA/LAN/USB","RATEYUSO 23.8""  All-in-One PC Windows 11 Pro Celeron N5095 16GB DDR4 RAM+512GB SSD Desktop Computer, Full HD 1080P IPS Micro-Edge Display With Wi-Fi/Bluetooth/HDMI/VGA/LAN/USB",319.99$,319.99$,Yes,RATEYUSO,United States,0,0,ZQ_YI_N5095_16512,0.01,408379,RATEYUSO Return Policy,8,301.94$,23.8,18.7,6.1,12.05,USA,99999,BJTM,RATEYUSO,5.0,21.0
9SIBKPKJS28885,"MOKiN USB C Docking Station Dual Monitor, Laptop Docking Station 3 USB 3.1 Hub Dual HDMI 4K Adapter 10Gpbs Triple Display USB-C Laptop Docking Station with 2USB2.0,VGA 100WPD,RJ45Audio for Mac/Windows","MOKiN USB C Docking Station Dual Monitor, Laptop Docking Station 3 USB 3.1 Hub Dual HDMI 4K Adapter 10Gpbs Triple Display USB-C Laptop Docking Station with 2USB2.0,VGA 100WPD,RJ45Audio for Mac/Windows",43$,65.99$,Yes,MOKIN,United States,5,1,MOKIN,0.01,410553,MOKIN Return Policy,31,42.57$,6.5,3.5,0.75,0.14,USA,10,BKPK,MOKIN,5.0,4.0
9SIA1DSK1F5855,"ORICO J10 Sereis 1TB M.2 2280 NVMe SSD PCIe Gen3x4 3D NAND Internal Solid State Drive with Cooling Vest, Read Speed up to 3100 MB/s for PC Desktop Laptop Ultrabook","ORICO J10 Sereis 1TB M.2 2280 NVMe SSD PCIe Gen3x4 3D NAND Internal Solid State Drive with Cooling Vest, Read Speed up to 3100 MB/s for PC Desktop Laptop Ultrabook",53.99$,69.99$,Yes,Orico,United States,5,1,J10-1TB-BL-BP,0.01,221541,"ORICO TECHNOLOGIES CO.,LIMITED Return Policy",0,53.99$,5.0,3.5,0.75,0.1,CHN,999999,A1DS,ORICO Official Store,5.0,10651.0
2S3-0007-002G7,"Dell Latitude 5400 Laptop Intel Core i7-8665U 1.9GHz 16GB RAM 512GB PCIe SSD 14"" FHD (1920 x 1080) Windows 10 Pro","Dell Latitude 5400 Laptop Intel Core i7-8665U 1.9GHz 16GB RAM 512GB PCIe SSD 14"" FHD (1920 x 1080) Windows 10 Pro",229.99$,349.99$,Yes,DELL,United States,4,11,LT-DE5400/i7-G8-16-512,0.01,96,90-day Refreshed Return Policy,32,0$,17.0,12.0,3.0,3.0,USA,99999,,,,
9SIBK6TK8N9888,"KTC 27 4K Gaming Monitor (H27P22S) - UHD (3840 x2160), Fast IPS, 160Hz (Above 144Hz), 1ms, Height Adjustable Stand, Variable Overdrive, DisplayPort, HDMI, DisplayHDR 400, 97.5% DCI-P3","KTC 27 4K Gaming Monitor (H27P22S) - UHD (3840 x2160), Fast IPS, 160Hz (Above 144Hz), 1ms, Height Adjustable Stand, Variable Overdrive, DisplayPort, HDMI, DisplayHDR 400, 97.5% DCI-P3",349.99$,479.99$,Yes,KTC,United States,0,0,KTC-H27P22S,0.01,409804,KTC-Official Return Policy,0,203.99$,30.71,19.09,7.09,18.3,USA,999999,BK6T,KTC-Official,5.0,53.0
9SIA4RE5MY5543,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",TP-LINK TL-WN725N USB 2.0 Wireless N Nano Adapter,10.8$,10.8$,Yes,TP-Link,Hong Kong,4,2538,TL-WN725N,0.01,225144,Corn Electronics Return Policy,63,10.69$,4.25,3.75,1.0,0.09,CHN,99999,A4RE,Corn Electronics,4.0,14431.0
9SIBGX1K8T9298,SEGOTEP 650W 80 Plus Gold Power Supply Non-Modular with 6+2 Pin Connectors PFC Protection and RoHS Compliance 120mm Silent Fan Gaming PSU Black (5 Years Warranty),SEGOTEP 650W 80 Plus Gold Power Supply Non-Modular with 6+2 Pin Connectors PFC Protection and RoHS Compliance 120mm Silent Fan Gaming PSU Black (5 Years Warranty),49.99$,49.99$,Yes,segotep,United States,5,3,PSU-GN650,0.01,404353,Cozy Mall Return Policy,56,49.49$,10.43,7.68,4.92,4.49,,99999,BGX1,Component Store,5.0,230.0
9SIB41TK5V0138,"SAMA SM240 PRO AIO 240mm Liquid Cooler 2.8 inch Screen LCD Display CPU Cooler , Gaming Computer PC Cooler with 2 ARGB PWM Silent Fans","SAMA SM240 PRO AIO 240mm Liquid Cooler 2.8 inch Screen LCD Display CPU Cooler , Gaming Computer PC Cooler with 2 ARGB PWM Silent Fans",89.99$,139.99$,Yes,SAMA,United States,5,1,SAMA liquid Cooler SM240  PRO BK,0.01,374620,SAMA official store Return Policy,0,89.99$,13.04,8.8,5.05,2.6,,99999,B41T,SAMA official store,4.0,316.0
83-630-055,YEYIAN Gaming PC Phoenix Glass GeForce RTX 4070 Ti Super - AI Accelerated Intel Core i9 13900KF 32GB DDR5 6000MHz RGB 360mm AIO 1TB SSD 750W PSU Windows 11 Home - YPI-PG39KFC-47Y1N,Yeyian Phoenix Glass YPI-PG39KFC-47Y1N Intel Core i9-13900KF Gaming Desktop,1859.99$,2499.99$,Yes,YEYIAN,United States,4,71,YPI-PG39KFC-47Y1N,0.01,53,Extended Holiday Return Policy,0,1859.99$,22.0,21.0,13.0,38.0,USA,10,,,,
9SIBDGPK7E6529,Silicon Power DDR5 32GB (2x16GB) Zenith 6000MHz (PC5-48000) 288-pin CL30 1.35V UDIMM Desktop Memory Module RAM SU032GXLWU60AFDESK Black,Silicon Power DDR5 32GB (2x16GB) Zenith 6000MHz (PC5-48000) 288-pin CL30 1.35V UDIMM Desktop Memory Module RAM SU032GXLWU60AFDESK Black,85.97$,94.97$,Yes,Silicon Power,United States,5,121,SU032GXLWU60AFDESK,0.01,396516,SP Silicon Power Return Policy,89,85.11$,7.0,4.5,0.75,0.25,,999,BDGP,SP Silicon Power,5.0,384.0
11-147-330,"Rosewill 4U Server Chassis Rackmount Case | 12 Hot Swap 3.5"", 2.5"" SATA I, SATA II, SATA III SAS | E-ATX Compatible | 3 Front 120mm Fans, 2 Rear 80mm Fans | 2x USB 3.0| Front Panel Lock - RSV-L4412U","Rosewill 4U Server Chassis Rackmount Case | 12 Hot Swap 3.5"", 2.5"" SATA I, SATA II, SATA III SAS | E-ATX Compatible | 3 Front 120mm Fans, 2 Rear 80mm Fans | 2x USB 3.0| Front Panel Lock - RSV-L4412U",379.99$,399.99$,Yes,Rosewill,United States,4,502,RSV-L4412U,0.01,82,Manufacturer Only Return Policy,10,379.99$,31.1,22.9,11.0,39.6,USA,20,,,,
9SIA6PFK744603,"WAVLINK USB C Laptop Docking Station Quad Monitor with 4K HDMI, 8K DP1/2, VGA, 3xUSB2.0 USB C Hub For Dell/HP/Lenovo/Thinkpad, Compatible with Mac/Windows/Chrome OS/Linux/Android/iOS","WAVLINK USB C Laptop Docking Station Quad Monitor with 4K HDMI, 8K DP1/2, VGA, 3xUSB2.0 USB C Hub For Dell/HP/Lenovo/Thinkpad, Compatible with Mac/Windows/Chrome OS/Linux/Android/iOS",29.99$,34.99$,Yes,Wavlink,United States,5,195,WL-UMD307,0.01,227849,Wavlink Return Policy,56,29.99$,8.7,3.25,0.75,0.25,USA,99999,A6PF,Wavlink Technology,5.0,8059.0
9SIA1HJKBG6365,"Skytech Rampage Gaming PC Desktop, Ryzen 7 7700X 4.5 GHz (5.4GHz Turbo Boost), AMD RX 7800XT 16GB GDDR6, 1TB Gen4 SSD, 32GB DDR5 RAM 5600 RGB, 750W GOLD PSU, 360mm ARGB AIO , Wi-Fi, Win 11 Home","Skytech Rampage Gaming PC Desktop, Ryzen 7 7700X 4.5 GHz (5.4GHz Turbo Boost), AMD RX 7800XT 16GB GDDR6, 1TB Gen4 SSD, 32GB DDR5 RAM 5600 RGB, 750W GOLD PSU, 360mm ARGB AIO , Wi-Fi, Win 11 Home",1399.99$,1799.99$,Yes,Skytech,United States,5,27,ST-RAMPAGE2-1471-B-AL,0.01,221665,Goodios Return Policy,0,1299.99$,24.0,23.5,12.25,30.0,,999999,A1HJ,Skytech,5.0,183.0
9SIBSMJKBR2380,"Beelink EQR5 Mini PC,AMD Ryzen 7 5825U (up to 4.5GHz),16GB DDR4 RAM 500GB NVMe PCIE 3.0x4 SSD,AMD Radeon 2000 MHz,Support 4K Dual Display,Dual 1000M LAN","Beelink EQR5 Mini PC,AMD Ryzen 7 5825U (up to 4.5GHz),16GB DDR4 RAM 500GB NVMe PCIE 3.0x4 SSD,AMD Radeon 2000 MHz,Support 4K Dual Display,Dual 1000M LAN",289$,369$,Yes,Beelink,United States,4,3,BL/EQR5_D4_5825U/16G/500G/Gray,0.01,417188,Beelink Direct Return Policy,0,289$,6.0,6.0,4.21,2.1,,99999,BSMJ,Beelink Direct,5.0,12.0
9SIBDGPKBA4530,"Silicon Power ACE A58 SLC Cache Performance Boost 2.5"" 4TB SATA III 3D NAND Internal SSD (SU004TBSS3A58A25SN)","Silicon Power ACE A58 SLC Cache Performance Boost 2.5"" 4TB SATA III 3D NAND Internal SSD (SU004TBSS3A58A25SN)",179.99$,209.99$,Yes,Silicon Power,United States,4,788,SU004TBSS3A58A25SN,0.01,396516,SP Silicon Power Return Policy,50,179.99$,5.0,4.25,0.4,0.1,,5,BDGP,SP Silicon Power,5.0,384.0
9SIBK6TK8N9876,"KTC 32 Inch FHD 1080P Curved Gaming Monitor, 165Hz 1ms 122% sRGB with HDR, FreeSync Premium, HDMI 2.0x2, DisplayPort 1.4, VESA Compatible, Tilt Adjustable, Eye Care, H32S17C","KTC 32 Inch FHD 1080P Curved Gaming Monitor, 165Hz 1ms 122% sRGB with HDR, FreeSync Premium, HDMI 2.0x2, DisplayPort 1.4, VESA Compatible, Tilt Adjustable, Eye Care, H32S17C",159.99$,229.99$,Yes,KTC,United States,5,2,KTC-H32S17C,0.01,409804,KTC-Official Return Policy,0,159.99$,31.1,21.06,6.69,18.08,USA,999999,BK6T,KTC-Official,5.0,53.0
9SIBJ6VJN76924,"MINISFORUM Venus Series UM773 Lite Mini PC AMD Ryzen 7 7735HS up to 4.75GHz 32GB DDR5 512GB PCIe4.0 SSD AMD Radeon 680M Mini Computer, 2 x HDMI,1x USB4,5X USB Ports,WiFi 6,BT5. 2","MINISFORUM Venus Series UM773 Lite Mini PC AMD Ryzen 7 7735HS up to 4.75GHz 32GB DDR5 512GB PCIe4.0 SSD AMD Radeon 680M Mini Computer, 2 x HDMI,1x USB4,5X USB Ports,WiFi 6,BT5. 2",399$,399$,Yes,minisforum,United States,5,4,UM773(32+512),0.01,407318,Minisforum Official Return Policy,19,391$,8.0,8.0,4.4,3.6,CHN,99999,BJ6V,Minisforum Official,5.0,56.0
9SIB41TJT74273,SAMA 5Pcs Extension Cable set Male To Female 24PIN Motherboard 4+4Pinx2 CPU EPS 6+2Pinx2 GPU PCI-E Cable 300mm Extension Kit green,SAMA 5Pcs Extension Cable set Male To Female 24PIN Motherboard 4+4Pinx2 CPU EPS 6+2Pinx2 GPU PCI-E Cable 300mm Extension Kit green,14.99$,49.99$,Yes,SAMA,United States,3,1,SAMA Cable 24PIN *1  4+4pin*1  6+2pin *2,0.01,374620,SAMA official store Return Policy,48,14.99$,6.0,5.0,2.5,0.8,,99999,B41T,SAMA official store,4.0,316.0
9SIASGMJH78874,AMD Wraith Stealth Socket AM4 4-Pin Connector CPU Cooler with Aluminum Heatsink & 3.93-Inch Fan (Slim),AMD Wraith Stealth Socket AM4 4-Pin Connector CPU Cooler with Aluminum Heatsink & 3.93-Inch Fan (Slim),16.99$,16.99$,Yes,AMD,United States,5,43,Wraith-Stealth,0.01,53,Extended Holiday Return Policy,21,14.99$,5.7,5.3,3.3,0.4,USA,99999,ASGM,SenyTech,4.0,543.0
